Title,fantasy,science,horror,thriller,mystery,detective,history,young,children
Blood Hostages,1,0,0,0,0,0,0,0,0
The Riven Kingdom,1,0,0,0,0,0,0,0,0
Forest Mage,1,0,0,0,0,0,0,0,0
The People of the Mist,1,0,0,0,0,0,0,0,0
The Phoenix Unchained,1,0,0,0,0,0,0,0,0
Across the Nightingale Floor,1,0,0,0,0,0,0,0,0
Mistborn: The Bands of Mourning,1,0,0,0,0,0,0,0,0
Foxmask,1,0,0,0,0,0,0,0,0
Games Wizards Play,1,0,0,0,0,0,0,0,0
The Fire Eternal,1,0,0,0,0,0,0,0,0
Lady Knight,1,0,0,0,0,0,0,0,0
Warbreaker,1,0,0,0,0,0,0,0,0
Deadhouse Gates,1,0,0,0,0,0,0,0,0
The Battle of Evernight,1,0,0,0,0,0,0,0,0
Master of the Five Magics,1,0,0,0,0,0,0,0,0
Rakkety Tam,1,0,0,0,0,0,0,0,0
A Wizard Alone,1,0,0,0,0,0,0,0,0
The Sorcerer's Ship,1,0,0,0,0,0,0,0,0
Key of Stars,1,0,0,0,0,0,0,0,0
The Wolf Leader,1,0,0,0,0,0,0,0,0
The First Two Lives of Lukas-Kasha,1,0,0,0,0,0,0,0,0
"Someone Comes to Town, Someone Leaves Town",1,0,0,0,0,0,0,0,0
The Summer Tree,1,0,0,0,0,0,0,0,0
The Merlin Effect,1,0,0,0,0,0,0,0,0
The Yellow Silk,1,0,0,0,0,0,0,0,0
Dr. Heidenhoff's Process,1,0,0,0,0,0,0,0,0
Alcatraz Versus the Scrivener's Bones,1,0,0,0,0,0,0,0,0
The Well of the Unicorn,1,0,0,0,0,0,0,0,0
The Wood Beyond the World,1,0,0,0,0,0,0,0,0
A Great and Terrible Beauty,1,0,0,0,0,0,0,0,0
A Shadow on the Glass,1,0,0,0,0,0,0,0,0
Daughter of the Drow,1,0,0,0,0,0,0,0,0
The Kestrel,1,0,0,0,0,0,0,0,0
Lion of Macedon,1,0,0,0,0,0,0,0,0
To Reign in Hell,1,0,0,0,0,0,0,0,0
One Good Knight,1,0,0,0,0,0,0,0,0
A Fine and Private Place,1,0,0,0,0,0,0,0,0
The Reality Bug,1,0,0,0,0,0,0,0,0
World of Warcraft: Rise of the Horde,1,0,0,0,0,0,0,0,0
World of Warcraft: Arthas: Rise of the Lich King,1,0,0,0,0,0,0,0,0
Ophelia and the Marvelous Boy,1,0,0,0,0,0,0,0,0
The Rogue Crew,1,0,0,0,0,0,0,0,0
Artemis Fowl: The Eternity Code,1,0,0,0,0,0,0,0,0
The Wandering Fire,1,0,0,0,0,0,0,0,0
Tiassa,1,0,0,0,0,0,0,0,0
The Innocent Mage,1,0,0,0,0,0,0,0,0
The Accidental Sorcerer,1,0,0,0,0,0,0,0,0
The Magicians' Guild,1,0,0,0,0,0,0,0,0
Sea of Swords,1,0,0,0,0,0,0,0,0
Midnight Tides,1,0,0,0,0,0,0,0,0
Faun  &  Games,1,0,0,0,0,0,0,0,0
The Woven Path,1,0,0,0,0,0,0,0,0
The City of Dreaming Books,1,0,0,0,0,0,0,0,0
Alcatraz Versus the Shattered Lens,1,0,0,0,0,0,0,0,0
Ratha's Courage,1,0,0,0,0,0,0,0,0
In the Hand of the Goddess,1,0,0,0,0,0,0,0,0
Upland Outlaws,1,0,0,0,0,0,0,0,0
Dragonsbane,1,0,0,0,0,0,0,0,0
Deep Wizardry,1,0,0,0,0,0,0,0,0
From the Dust Returned,1,0,0,0,0,0,0,0,0
Outcast of Redwall,1,0,0,0,0,0,0,0,0
Alcatraz Versus the Evil Librarians,1,0,0,0,0,0,0,0,0
The Rivers of Zadaa,1,0,0,0,0,0,0,0,0
Empress of Mijak,1,0,0,0,0,0,0,0,0
Tris's Book,1,0,0,0,0,0,0,0,0
Dragonwall,1,0,0,0,0,0,0,0,0
Lammas Night,1,0,0,0,0,0,0,0,0
Mistborn: The Well of Ascension,1,0,0,0,0,0,0,0,0
Death Masks,1,0,0,0,0,0,0,0,0
Dragons of the Highlord Skies,1,0,0,0,0,0,0,0,0
A Strange Manuscript Found in a Copper Cylinder,1,0,0,0,0,0,0,0,0
Master of the Books,1,0,0,0,0,0,0,0,0
Snakecharm,1,0,0,0,0,0,0,0,0
The Fatal Strand,1,0,0,0,0,0,0,0,0
Elfsorrow,1,0,0,0,0,0,0,0,0
Wild Magic,1,0,0,0,0,0,0,0,0
Azure Bonds,1,0,0,0,0,0,0,0,0
Hero in the Shadows,1,0,0,0,0,0,0,0,0
The Magic of Krynn,1,0,0,0,0,0,0,0,0
Bella at Midnight,1,0,0,0,0,0,0,0,0
The Sweet Far Thing,1,0,0,0,0,0,0,0,0
The Forest House,1,0,0,0,0,0,0,0,0
A Secret Atlas,1,0,0,0,0,0,0,0,0
Septimus Heap: The Magykal Papers,1,0,0,0,0,0,0,0,0
The Manticore's Secret,1,0,0,0,0,0,0,0,0
Lioness Rampant,1,0,0,0,0,0,0,0,0
The Toyminator,1,0,0,0,0,0,0,0,0
Nothing But Blue Skies,1,0,0,0,0,0,0,0,0
High Rhulain,1,0,0,0,0,0,0,0,0
A Warlock in Whitby,1,0,0,0,0,0,0,0,0
Renegade's Magic,1,0,0,0,0,0,0,0,0
Abhorsen,1,0,0,0,0,0,0,0,0
Forest Born,1,0,0,0,0,0,0,0,0
Divine Hammer,1,0,0,0,0,0,0,0,0
The Born Queen,1,0,0,0,0,0,0,0,0
Princess Academy,1,0,0,0,0,0,0,0,0
A Wizard of Mars,1,0,0,0,0,0,0,0,0
Dragonhaven,1,0,0,0,0,0,0,0,0
Dragonflame,1,0,0,0,0,0,0,0,0
Spindle's End,1,0,0,0,0,0,0,0,0
Roc and a Hard Place,1,0,0,0,0,0,0,0,0
Eye of the Labyrinth,1,0,0,0,0,0,0,0,0
The Pearls of Lutra,1,0,0,0,0,0,0,0,0
The Palace of Laughter,1,0,0,0,0,0,0,0,0
Dragonstorm,1,0,0,0,0,0,0,0,0
The Darkest Road,1,0,0,0,0,0,0,0,0
Lord of Souls,1,0,0,0,0,0,0,0,0
The Crimson Gold,1,0,0,0,0,0,0,0,0
The Soldiers of Halla,1,1,0,0,0,0,0,0,0
The Hounds of the Morrigan,1,0,0,0,0,0,0,0,0
Alice in Blunderland: An Iridescent Dream,1,0,0,0,0,0,0,0,0
Some Time Never: A Fable for Supermen,1,0,0,0,0,0,0,0,0
The Idylls of the Queen,1,0,0,0,1,0,1,0,0
Blood Price,1,0,0,0,0,0,0,0,0
When the Birds Fly South,1,0,0,0,0,0,0,0,0
The Black Unicorn,1,0,0,0,0,0,0,0,0
Briar's Book,1,0,0,0,0,0,0,0,0
None but Lucifer,1,0,0,0,0,0,0,0,0
The City of Ravens,1,0,0,0,0,0,0,0,0
Hidden Warrior,1,0,0,0,0,0,0,0,0
"Wolf's Head, Wolf's Heart",1,0,0,0,0,0,0,0,0
Arrow's Fall,1,0,0,0,0,0,0,0,0
The Stone Giant,1,0,0,0,0,0,0,0,0
Hades' Daughter,1,0,0,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,1,0,0,0,0,0,0,0,0
Allanon's Quest,1,0,0,0,0,0,0,0,0
Alphabet of Thorn,1,0,0,0,0,0,0,0,0
Oracle's Queen,1,0,0,0,0,0,0,0,0
Crystal Mask,1,0,0,0,0,0,0,0,0
The Babylon Game,1,0,0,0,0,0,0,0,0
"Little, Big",1,0,0,0,0,0,0,0,0
The Charnel Prince,1,0,0,0,0,0,0,0,0
The Woman Who Rides Like a Man,1,0,0,0,0,0,0,0,0
Five Hundred Years After,1,0,0,0,0,0,0,0,0
The Book of Atrix Wolfe,1,0,0,0,0,0,0,0,0
Quidditch Through the Ages,1,0,0,0,0,0,0,0,0
World of Warcraft: Beyond the Dark Portal,1,0,0,0,0,0,0,0,0
The Children of Llyr,1,0,0,0,0,0,0,0,0
Wren to the Rescue,1,0,0,0,0,0,0,0,0
The Island of the Mighty,1,0,0,0,0,0,0,0,0
Wizard's Holiday,1,0,0,0,0,0,0,0,0
The Amazon Temple Quest,1,0,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,1,0,0,0,0,0,0,0,0
The Legend of Huma,1,0,0,0,0,0,0,0,0
Harry Potter and the Order of the Phoenix,1,0,0,0,0,0,0,0,0
World of Warcraft: Tides of Darkness,1,0,0,0,0,0,0,0,0
Wren's Quest,1,0,0,0,0,0,0,0,0
Knot Gneiss,1,0,0,0,0,0,0,0,0
Blood and Memory,1,0,0,0,0,0,0,0,0
Kandide and the Secret of the Mists,1,0,0,0,0,0,0,0,0
Three Days to Never,1,0,0,0,0,0,0,0,0
The Weapon Master's Choice,1,0,0,0,0,0,0,0,0
The Elfin Ship,1,0,0,0,0,0,0,0,0
Teckla,1,0,0,0,0,0,0,0,0
The Just City,1,0,0,0,0,0,0,0,0
The Wizard's Dilemma,1,0,0,0,0,0,0,0,0
Bard's Oath,1,0,0,0,0,0,0,0,0
The Eyes of the Dragon,1,0,0,0,0,0,0,0,0
Merlin's Ring,1,0,0,0,0,0,0,0,0
"Days of Magic, Nights of War",1,0,0,0,0,0,0,0,0
The Once and Future King,1,0,0,0,0,0,0,0,0
Alanna: The First Adventure,1,0,0,0,0,0,0,0,0
Prince of Annwn,1,0,0,0,0,0,0,0,0
Luck in the Shadows,1,0,0,0,0,0,0,0,0
Stork Naked,1,0,0,0,0,0,0,0,0
The Great Pyramid Robbery,1,0,0,0,0,0,0,0,0
The Dastard,1,0,0,0,0,0,0,0,0
The Black Irix,1,0,0,0,0,0,0,0,0
The Phoenix Guards,1,0,0,0,0,0,0,0,0
The Hollow Chocolate Bunnies of the Apocalypse,1,0,0,0,0,0,0,0,0
The Beggar Queen,1,0,0,0,0,0,0,0,0
Wolf-Speaker,1,0,0,0,0,0,0,0,0
Jumper Cable,1,0,0,0,0,0,0,0,0
The White Road,1,0,0,0,0,0,0,0,0
The Song of Rhiannon,1,0,0,0,0,0,0,0,0
Dealing with Dragons,1,0,0,0,0,0,0,0,0
The Warrior of World's End,1,0,0,0,0,0,0,0,0
A Wizard Abroad,1,0,0,0,0,0,0,0,0
Royal Exile,1,0,0,0,0,0,0,0,0
The Day After Judgment,1,0,0,0,0,0,0,0,0
Wolf's Blood,1,0,0,0,0,0,0,0,0
A Dragon at Worlds' End,1,0,0,0,0,0,0,0,0
The Well at the World's End,1,0,0,0,0,0,0,0,0
ATLA – A Story of the Lost Island,1,0,0,0,0,0,0,0,0
Wolf Hunting,1,0,0,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban,1,0,0,0,0,0,0,0,0
The Shaving of Shagpat,1,0,0,0,0,0,0,0,0
Beyond the Golden Stair,1,0,0,0,0,0,0,0,0
King's Wrath,1,0,0,0,0,0,0,0,0
Jhegaala,1,0,0,0,0,0,0,0,0
The Ship of Ishtar,1,0,0,0,0,0,0,0,0
The Farthest-Away Mountain,1,0,0,0,0,0,0,0,0
The Disappearing Dwarf,1,0,0,0,0,0,0,0,0
The Sundering Flood,1,0,0,0,0,0,0,0,0
The Doom Brigade,1,0,0,0,0,0,0,0,0
Gregor and the Curse of the Warmbloods,1,0,0,0,0,0,0,0,0
The Midnight Star,1,0,0,0,0,0,0,0,0
Return of the Crimson Guard,1,0,0,0,0,0,0,0,0
Magic's Pawn,1,0,0,0,0,0,0,0,0
Wards of Faerie,1,0,0,0,0,0,0,0,0
The Mausoleum Murder,1,0,0,0,0,0,0,0,0
The King's Name,1,0,0,0,0,0,0,0,0
The Way of Shadows,1,0,0,0,0,0,0,0,0
Wren's War,1,0,0,0,0,0,0,0,0
Shadow's Edge,1,0,0,0,0,0,0,0,0
Athyra,1,0,0,0,0,0,0,0,0
Dime Store Magic,1,0,0,0,0,0,0,0,0
Shadows Return,1,0,0,0,0,0,0,0,0
The Olympic Conspiracy,1,0,0,0,0,0,0,0,0
Wolfcry,1,0,0,0,0,0,0,0,0
The Briar King,1,0,0,0,0,0,0,0,0
The Everafter War,1,0,0,0,1,0,0,0,0
The Problem Child,1,0,0,0,1,0,0,0,0
Clockwork Angel,1,0,0,0,0,0,0,0,0
Clockwork Princess,1,0,0,0,0,0,0,0,0
Clockwork Prince,1,0,0,0,0,0,0,0,0
Skybreaker,1,1,0,0,0,0,0,0,0
The Brief History of the Dead,1,0,0,0,0,0,0,0,0
The Glass Books of the Dream Eaters,1,0,0,0,0,0,1,0,0
Starclimber,1,0,0,0,0,0,1,0,0
The Memory Cathedral,1,0,0,0,0,0,1,0,0
Dead in the Family,1,0,0,0,1,0,0,0,0
Graveminder,1,0,0,0,1,0,0,0,0
Club Dead,1,0,0,0,1,0,0,0,0
Dead as a Doornail,1,0,0,0,1,0,0,0,0
Living Dead in Dallas,1,0,0,0,1,0,0,0,0
All Together Dead,1,0,0,0,1,0,0,0,0
From Dead to Worse,1,0,0,0,1,0,0,0,0
Definitely Dead,1,0,0,0,1,0,0,0,0
A Touch of Dead,1,0,0,0,1,0,0,0,0
Cold Days,1,0,0,0,1,0,0,0,0
Personal Demon,1,0,0,0,0,0,0,0,0
Blade of Tyshalle,1,1,0,0,0,0,0,0,0
Heroes Die,1,1,0,0,0,0,0,0,0
"Green Shadows, White Whale",1,1,0,0,0,0,0,0,0
The Law of Nines,1,0,0,1,0,0,0,0,0
Declare,1,0,0,1,0,0,0,0,0
Plain Kate,1,0,0,0,0,0,0,0,0
Drowned Wednesday,1,0,0,0,0,0,0,1,0
Oh. My. Gods.,1,0,0,0,0,0,0,1,0
Mister Monday,1,0,0,0,0,0,0,1,0
Lady Friday,1,0,0,0,0,0,0,1,0
Grim Tuesday,1,0,0,0,0,0,0,1,0
Ancestors of Avalon,1,0,0,0,0,0,1,0,0
The Eternal Lover,1,0,0,0,0,0,0,0,0
Turn Coat,1,0,0,0,1,0,0,0,0
The Goblin Emperor,1,0,0,0,0,0,0,0,0
Darkfever,1,0,0,0,0,0,0,0,0
The Warlock: The Secrets of the Immortal Nicholas Flamel,1,0,0,0,0,0,0,0,0
Everlost,1,0,0,0,0,0,0,0,0
The Autumn Republic,1,0,0,0,0,0,0,0,0
The Crimson Campaign,1,0,0,0,0,0,0,0,0
Dragon Wing,1,0,0,0,0,0,0,0,0
Saint Camber,1,0,0,0,0,0,0,0,0
Singhasan Battisi,1,0,0,0,0,0,0,0,0
The Wallet of Kai Lung,1,0,0,0,0,0,0,0,0
Forging the Sword,1,0,0,0,0,0,0,0,0
The Dragonbone Chair,1,0,0,0,0,0,0,0,0
Red Seas Under Red Skies,1,0,0,0,0,0,0,0,0
Yankee in Oz,1,0,0,0,0,0,0,0,0
Gregor and the Marks of Secret,1,0,0,0,0,0,0,0,0
Promise of the Witch King,1,0,0,0,0,0,0,0,0
Kai Lung Beneath the Mulberry Tree,1,0,0,0,0,0,0,0,0
The Science of Discworld IV: Judgement Day,1,0,0,0,0,0,0,0,0
Sword of Destiny,1,0,0,0,0,0,0,0,0
Dandelion Fire,1,0,0,0,0,0,0,0,0
The Flight to Lucifer,1,0,0,0,0,0,0,0,0
The Fire Chronicle,1,0,0,0,0,0,0,0,0
Magical Beginnings,1,0,0,0,0,0,0,0,0
Last Guardian of Everness,1,0,0,0,0,0,0,0,0
"Jack, the Giant Killer",1,0,0,0,0,0,0,0,0
Witches Abroad,1,0,0,0,0,0,0,0,0
From Unknown Worlds,1,0,0,0,0,0,0,0,0
Yamada Monogatari: The Emperor in Shadow,1,0,0,0,0,0,0,0,0
The Science of Discworld II: The Globe,1,0,0,0,0,0,0,0,0
The Witches of Eastwick,1,0,0,0,0,0,0,0,0
Gregor and the Prophecy of Bane,1,0,0,0,0,0,0,0,0
The Dragon's Tooth,1,0,0,0,0,0,0,0,0
The Book of Dead Days,1,0,0,0,0,0,0,0,0
A March into Darkness,1,0,0,0,0,0,0,0,0
The Lies of Locke Lamora,1,0,0,0,0,0,0,0,0
Time of Contempt,1,0,0,0,0,0,0,0,0
The Swords of Lankhmar,1,0,0,0,0,0,0,0,0
The Song of the Quarkbeast,1,0,0,0,0,0,0,0,0
The Chestnut King,1,0,0,0,0,0,0,0,0
The Standing Dead,1,0,0,0,0,0,0,0,0
And All Between,1,0,0,0,0,0,0,0,0
Heroes and Horrors,1,0,0,0,0,0,0,0,0
Road of the Patriarch,1,0,0,0,0,0,0,0,0
Paladin of Souls,1,0,0,0,0,0,0,0,0
Yamada Monogatari: The War God's Son,1,0,0,0,0,0,0,0,0
Death's Master,1,0,0,0,0,0,0,0,0
Yamada Monogatari: To Break the Demon Gate,1,0,0,0,0,0,0,0,0
Stands a Shadow,1,0,0,0,0,0,0,0,0
The Phantom Tollbooth,1,0,0,0,0,0,0,0,0
One for the Morning Glory,1,0,0,0,0,0,0,0,0
Tehanu,1,0,0,0,0,0,0,0,0
Merlin Book 2: The Seven Songs,1,0,0,0,0,0,0,0,0
Going Postal,1,0,0,0,0,0,0,0,0
The World of Ice  &  Fire,1,0,0,0,0,0,0,0,0
The Last Dragonslayer,1,0,0,0,0,0,0,0,0
Unfinished Tales,1,0,0,0,0,0,0,0,0
I Shall Wear Midnight,1,0,0,0,0,0,0,0,0
Weird Tales 3,1,0,0,0,0,0,0,0,0
My Favorite Fantasy Story,1,0,0,0,0,0,0,0,0
Stone and Sky,1,0,0,0,0,0,0,0,0
On the Banks of the River of Heaven,1,0,0,0,0,0,0,0,0
The Heavenly Fox,1,0,0,0,0,0,0,0,0
The Storms of Chai,1,0,0,0,0,0,0,0,0
Tea with the Black Dragon,1,0,0,0,0,0,0,0,0
Guards! Guards!,1,0,0,0,0,0,0,0,0
The Unwilling Warlord,1,0,0,0,0,0,0,0,0
Animal Fairy Tales,1,0,0,0,0,0,0,0,0
Handy Mandy in Oz,1,0,0,0,0,0,0,0,0
The Book of Ultimate Truths,1,0,0,0,0,0,0,0,0
The Last Continent,1,0,0,0,0,0,0,0,0
Dungeons  &  Dragons,1,0,0,0,0,0,0,0,0
Wyrd Sisters,1,0,0,0,0,0,0,0,0
Mort,1,0,0,0,0,0,0,0,0
Wintersmith,1,0,0,0,0,0,0,0,0
Daggerspell,1,0,0,0,0,0,0,0,0
Mention My Name in Atlantis,1,0,0,0,0,0,0,0,0
The Hollow Hills,1,0,0,0,0,0,0,0,0
Tribes of Redwall Badgers,1,0,0,0,0,0,0,0,0
The Wicked Witch of Oz,1,0,0,0,0,0,0,0,0
The Runaway in Oz,1,0,0,0,0,0,0,0,0
Mortalis,1,0,0,0,0,0,0,0,0
The White Hotel,1,0,0,0,0,0,0,0,0
The Rundelstone of Oz,1,0,0,0,0,0,0,0,0
The Republic of Thieves,1,0,0,0,0,0,0,0,0
Interesting Times,1,0,0,0,0,0,0,0,0
Tailchaser's Song,1,0,0,0,0,0,0,0,0
The Science of Discworld III: Darwin's Watch,1,0,0,0,0,0,0,0,0
The Immortal Nicholas,1,0,0,0,0,0,0,0,0
The Mathematics of Magic,1,0,0,0,0,0,0,0,0
Reaper Man,1,0,0,0,0,0,0,0,0
Castle Storm,1,0,0,0,0,0,0,0,0
Sea Dragon Heir,1,0,0,0,0,0,0,0,0
The Automation,1,0,0,0,0,0,0,0,0
Carpe Jugulum,1,0,0,0,0,0,0,0,0
Men at Arms,1,0,0,0,0,0,0,0,0
A Cavern of Black Ice,1,0,0,0,0,0,0,0,0
The Night Circus,1,0,0,0,0,0,0,0,0
Until the Celebration,1,0,0,0,0,0,0,0,0
Elven Star,1,0,0,0,0,0,0,0,0
Unknown Worlds: Tales from Beyond,1,0,0,0,0,0,0,0,0
A Hat Full of Sky,1,0,0,0,0,0,0,0,0
The Mask of the Sorcerer,1,0,0,0,0,0,0,0,0
Boys of Blur,1,0,0,0,0,0,0,0,0
Fire Sea,1,0,0,0,0,0,0,0,0
Winter of Fire,1,0,0,0,0,0,0,0,0
Draconian Measures,1,0,0,0,0,0,0,0,0
Merry Go Round in Oz,1,0,0,0,0,0,0,0,0
A Storm of Swords,1,0,0,0,0,0,0,0,0
The Third God,1,0,0,0,0,0,0,0,0
Dragons of Light,1,0,0,0,0,0,0,0,0
"Juniper, Gentian, and Rosemary",1,0,0,0,0,0,0,0,0
The Greatest Gift,1,0,0,0,0,0,0,0,0
Artemis Fowl: The Seventh Dwarf,1,0,0,0,0,0,0,0,0
The Demon Awakens,1,0,0,0,0,0,0,0,0
Beyond the Valley of Thorns,1,0,0,0,0,0,0,0,0
The Science of Discworld,1,0,0,0,0,0,0,0,0
Magic Study,1,0,0,0,0,0,0,0,0
Dark Sun,1,0,0,0,0,0,0,0,0
Sir Thursday,1,0,0,0,0,0,0,0,0
"Dilvish, the Damned",1,0,0,0,0,0,0,0,0
Tales from the Perilous Realm,1,0,0,0,0,0,0,0,0
Unseen Academicals,1,0,0,0,0,0,0,0,0
Deep Secret,1,0,0,0,0,0,0,0,0
Small Gods,1,0,0,0,0,0,0,0,0
The Merlin Conspiracy,1,0,0,0,0,0,0,0,0
The Demon Apostle,1,0,0,0,0,0,0,0,0
Sourcery,1,0,0,0,0,0,0,0,0
The Tenth City,1,0,0,0,0,0,0,0,0
The Hundred Thousand Kingdoms,1,0,0,0,0,0,0,0,0
Merlin Book 5: A Wizard's Wings,1,0,0,0,0,0,0,0,0
The Paths of the Perambulator,1,0,0,0,0,0,0,0,0
A Night in the Lonesome October,1,0,0,0,0,0,0,0,0
The Broken Eye,1,0,0,0,0,0,0,0,0
The Iron Tooth,1,0,0,0,0,0,0,0,0
Dragon Age: The Stolen Throne,1,0,0,0,0,0,0,0,0
Romance of Atlantis,1,0,0,0,0,0,0,0,0
The Enquiries of Doctor Eszterhazy,1,0,0,0,0,0,0,0,0
The Red Wolf Conspiracy,1,0,0,0,0,0,0,0,0
The Dreaming City,1,0,0,0,0,0,0,0,0
Ghost Trouble,1,0,0,0,0,0,0,0,0
Merlin Book 1: The Lost Years,1,0,0,0,0,0,0,0,0
Antrax,1,0,0,0,0,0,0,0,0
Sins of Empire,1,0,0,0,0,0,0,0,0
Worshipping Small Gods,1,0,0,0,0,0,0,0,0
Top Fantasy: The Authors' Choice,1,0,0,0,0,0,0,0,0
The Heart of What Was Lost,1,0,0,0,0,0,0,0,0
The Shepherd's Crown,1,0,0,0,0,0,0,0,0
Thief of Time,1,0,0,0,0,0,0,0,0
The Mythology Class,1,0,0,0,0,0,0,0,0
The Wonderful Visit,1,0,0,0,0,0,0,0,0
"Hereafter, and After",1,0,0,0,0,0,0,0,0
Red Nails,1,0,0,0,0,0,0,0,0
The Buccaneers of Shadaki,1,0,0,0,0,0,0,0,0
The Fifth Elephant,1,0,0,0,0,0,0,0,0
Melting Stones,1,0,0,0,0,0,0,0,0
The Tales of the Genii,1,0,0,0,0,0,0,0,0
The Tower of the Swallow,1,0,0,0,0,0,0,0,0
The Lost Gate,1,0,0,0,0,0,0,0,0
Tales from Earthsea,1,0,0,0,0,0,0,0,0
Every Inch a King,1,0,0,0,0,0,0,0,0
Promise of Blood,1,0,0,0,0,0,0,0,0
The Seventh Gate,1,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs,1,0,0,0,0,0,0,0,0
And Eternity,1,0,0,0,0,0,0,0,0
"Four Horsemen, at Their Leisure",1,0,0,0,0,0,0,0,0
Weird Tales 1,1,0,0,0,0,0,0,0,0
Greyhawk,1,0,0,0,0,0,0,0,0
Servant of the Shard,1,0,0,0,0,0,0,0,0
Gregor and the Code of Claw,1,0,0,0,0,0,0,0,0
The Hand of Chaos,1,0,0,0,0,0,0,0,0
Bestiary!,1,0,0,0,0,0,0,0,0
Ozoplaning with the Wizard of Oz,1,0,0,0,0,0,0,0,0
The Long Look,1,0,0,0,0,0,0,0,0
Inkspell,1,0,0,0,0,0,0,0,0
The Last Hero,1,0,0,0,0,0,0,0,0
Into the Mist,1,0,0,0,0,0,0,0,0
The Circus of Dr. Lao and Other Improbable Stories,1,0,0,0,0,0,0,0,0
Equal Rites,1,0,0,0,0,0,0,0,0
The Light Fantastic,1,0,0,0,0,0,0,0,0
Gregor the Overlander,1,0,0,0,0,0,0,0,0
The Dragons of Krynn,1,0,0,0,0,0,0,0,0
A Fortress of Grey Ice,1,0,0,0,0,0,0,0,0
Heroes of the Valley,1,0,0,0,0,0,0,0,0
La Belle Sauvage,1,0,0,0,0,0,0,0,0
The Light-Bearer's Daughter,1,0,0,0,0,0,0,0,0
Goblins in the Castle,1,0,0,0,0,0,0,0,0
The Blinding Knife,1,0,0,0,0,0,0,0,0
Blood of Elves,1,0,0,0,0,0,0,0,0
Thud!,1,0,0,0,0,0,0,0,0
The Legend of Luke,1,0,0,0,0,0,0,0,0
The Unknown Five,1,0,0,0,0,0,0,0,0
The Dark Hills Divide,1,0,0,0,0,0,0,0,0
Weird Tales 4,1,0,0,0,0,0,0,0,0
The Ogre's Wife,1,0,0,0,0,0,0,0,0
Dear Dumb Diary: Live each day to the Dumbest,1,0,0,0,0,0,0,0,0
Fire Study,1,0,0,0,0,0,0,0,0
The Magician's Apprentice,1,0,0,0,0,0,0,0,0
Hogfather,1,0,0,0,0,0,0,0,0
Maskerade,1,0,0,0,0,0,0,0,0
The Dragon House,1,0,0,0,0,0,0,0,0
Moribito II: Guardian of Darkness,1,0,0,0,0,0,0,0,0
Confessions of an Ugly Stepsister,1,0,0,0,0,0,0,0,0
The Demon Spirit,1,0,0,0,0,0,0,0,0
Operation Luna,1,0,0,0,0,0,0,0,0
The Christmas Mystery,1,0,0,0,0,0,0,0,0
Ab Har Shaam Niraali Hogi,1,0,0,0,0,0,0,0,0
City of Ashes,1,0,0,0,0,0,0,0,0
Salon Fantastique,1,0,0,0,0,0,0,0,0
The Ginger Cat and Other Lost Plays,1,0,0,0,0,0,0,0,0
The Traitor Queen,1,0,0,0,0,0,0,0,0
The Ambassador's Mission,1,0,0,0,0,0,0,0,0
Villains by Necessity,1,0,0,0,0,0,0,0,0
The Sweetest Fig,1,0,0,0,0,0,0,0,0
Weird Tales 2,1,0,0,0,0,0,0,0,0
The Fourth Bear,1,0,0,0,1,0,0,0,0
Cosmic Knights,1,1,0,0,0,0,0,0,0
Magical Wishes,1,1,0,0,0,0,0,0,0
Mythical Beasties,1,1,0,0,0,0,0,0,0
Leaf by Niggle,1,0,0,0,0,0,0,0,0
Niels Klim's Underground Travels,1,1,0,0,0,0,0,0,0
The Maracot Deep,1,1,0,0,0,0,0,0,0
City of Heavenly Fire,1,0,0,0,0,0,0,0,0
The Crystal City,1,0,0,0,0,0,1,0,0
Prentice Alvin,1,0,0,0,0,0,1,0,0
Heartfire,1,0,0,0,0,0,1,0,0
Red Prophet,1,0,0,0,0,0,1,0,0
Alvin Journeyman,1,0,0,0,0,0,1,0,0
Tim the Tiny Horse at Large,1,0,0,0,0,0,0,0,0
On a Pale Horse,1,0,0,0,0,0,0,0,0
The Master and Margarita,1,0,0,0,0,0,0,0,0
The Sea of Monsters,1,0,0,0,0,0,0,1,0
Cold Copper Tears,1,0,0,0,1,0,0,0,0
Sweet Silver Blues,1,0,0,0,1,0,0,0,0
Red Iron Nights,1,0,0,0,1,0,0,0,0
The Blood of Olympus,1,0,0,0,0,0,0,1,0
Graceling,1,0,0,0,0,0,0,0,0
Robots and Changelings,1,1,0,0,0,0,0,0,0
A Blink of the Screen,1,1,0,0,0,0,0,0,0
Musubi no Yama Hiroku,1,1,0,0,0,0,0,0,0
Acorna's World,1,1,0,0,0,0,0,0,0
Acorna's People,1,1,0,0,0,0,0,0,0
Glory Road,1,1,0,0,0,0,0,0,0
Too Many Magicians,1,1,0,0,0,0,1,0,0
The Sirens of Titan,1,1,0,0,0,0,0,0,0
Hexwood,1,1,0,0,0,0,0,1,0
The Book of Sand,1,0,0,0,0,0,0,0,0
Shakespeare's Memory,1,0,0,0,0,0,0,0,0
The Zahir,1,0,0,0,0,0,0,0,0
The Silver Key,1,0,0,0,0,0,0,0,0
Dreams of Gods and Monsters,1,0,0,0,0,0,0,1,0
